CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Indian Peafowl,22-05-2024,17:14:58,28.44228,77.23447
A1,Indian Peafowl,22-05-2024,18:09:32,28.44228,77.23447
A1,Indian Peafowl,23-05-2024,05:39:00,28.44228,77.23447
A1,Indian Peafowl,23-05-2024,17:09:24,28.44228,77.23447
A1,Indian Peafowl,23-05-2024,17:50:52,28.44228,77.23447
A1,Indian Peafowl,23-05-2024,18:21:50,28.44228,77.23447
A1,Indian Peafowl,24-05-2024,05:32:58,28.44228,77.23447
A1,Indian Peafowl,24-05-2024,06:06:12,28.44228,77.23447
A1,Indian Peafowl,24-05-2024,18:31:10,28.44228,77.23447
A1,Indian Peafowl,25-05-2024,05:53:56,28.44228,77.23447
A1,Indian Peafowl,25-05-2024,07:14:06,28.44228,77.23447
A1,Indian Peafowl,25-05-2024,18:20:28,28.44228,77.23447
A1,Indian Peafowl,26-05-2024,06:05:58,28.44228,77.23447
A1,Indian Peafowl,26-05-2024,07:08:42,28.44228,77.23447
A1,Indian Peafowl,26-05-2024,18:14:26,28.44228,77.23447
A1,Indian Peafowl,27-05-2024,05:49:20,28.44228,77.23447
A1,Indian Peafowl,27-05-2024,17:35:02,28.44228,77.23447
A1,Indian Peafowl,27-05-2024,18:15:02,28.44228,77.23447
A1,Indian Peafowl,28-05-2024,18:27:26,28.44228,77.23447
A1,Indian Peafowl,28-05-2024,19:41:24,28.44228,77.23447
A1,Indian Peafowl,29-05-2024,05:19:50,28.44228,77.23447
A1,Indian Peafowl,29-05-2024,06:08:02,28.44228,77.23447
A1,Indian Peafowl,29-05-2024,06:52:30,28.44228,77.23447
A1,Indian Peafowl,29-05-2024,07:30:20,28.44228,77.23447
A1,Indian Peafowl,29-05-2024,18:30:24,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,05:23:24,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,05:58:50,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,06:39:04,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,16:53:04,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,17:29:16,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,18:20:20,28.44228,77.23447
A1,Indian Peafowl,30-05-2024,19:15:24,28.44228,77.23447
A1,Indian Peafowl,31-05-2024,16:51:32,28.44228,77.23447
A1,Indian Peafowl,31-05-2024,17:50:56,28.44228,77.23447
A1,Indian Peafowl,31-05-2024,18:25:16,28.44228,77.23447
A1,Indian Peafowl,01-06-2024,05:54:22,28.44228,77.23447
A1,Indian Peafowl,01-06-2024,06:32:04,28.44228,77.23447
A1,Indian Peafowl,02-06-2024,06:50:34,28.44228,77.23447
A1,Indian Peafowl,02-06-2024,07:48:38,28.44228,77.23447
A1,Indian Peafowl,03-06-2024,05:26:08,28.44228,77.23447
A1,Indian Peafowl,03-06-2024,07:32:46,28.44228,77.23447
A1,Indian Peafowl,03-06-2024,17:33:36,28.44228,77.23447
A1,Indian Peafowl,03-06-2024,18:12:34,28.44228,77.23447
A1,Indian Peafowl,03-06-2024,18:42:56,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,02:26:14,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,05:34:28,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,06:22:30,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,06:54:06,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,08:15:04,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,08:58:06,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,09:34:26,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,16:54:44,28.44228,77.23447
A1,Indian Peafowl,04-06-2024,18:18:10,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,05:38:38,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,06:15:28,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,07:07:02,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,07:52:08,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,18:07:10,28.44228,77.23447
A1,Indian Peafowl,05-06-2024,19:02:04,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,05:16:06,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,07:10:04,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,08:43:04,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,16:23:56,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,17:02:42,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,17:37:58,28.44228,77.23447
A1,Indian Peafowl,06-06-2024,18:15:42,28.44228,77.23447
