CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Humans,23-05-2024,18:50:34,28.44228,77.23447
A1,Humans,24-05-2024,07:21:02,28.44228,77.23447
A1,Humans,28-05-2024,19:46:30,28.44228,77.23447
A1,Humans,29-05-2024,09:56:28,28.44228,77.23447
A1,Humans,30-05-2024,10:03:14,28.44228,77.23447
A1,Humans,01-06-2024,15:33:36,28.44228,77.23447
A1,Humans,06-06-2024,08:48:16,28.44228,77.23447
A1,Humans,07-06-2024,16:41:00,28.44228,77.23447
A10,Humans,10-05-2024,13:31:34,28.45882,77.22956
A10,Humans,22-05-2024,09:08:28,28.45882,77.22956
A10,Humans,02-06-2024,10:19:14,28.45882,77.22956
A10,Humans,08-06-2024,09:59:02,28.45882,77.22956
A11,Humans,21-05-2024,08:09:48,28.410539,77.213319
A11,Humans,21-05-2024,19:11:52,28.410539,77.213319
A11,Humans,31-05-2024,07:31:34,28.410539,77.213319
A11,Humans,09-06-2024,19:32:40,28.410539,77.213319
A13,Humans,21-03-2024,15:11:44,28.48332,77.23753
A13,Humans,09-05-2024,09:31:10,28.48332,77.23753
A13,Humans,10-05-2024,12:07:48,28.48332,77.23753
A13,Humans,11-05-2024,10:23:44,28.48332,77.23753
A13,Humans,11-05-2024,12:22:50,28.48332,77.23753
A13,Humans,19-05-2024,08:40:42,28.48332,77.23753
A13,Humans,22-05-2024,06:21:26,28.48332,77.23753
A13,Humans,22-05-2024,09:42:04,28.48332,77.23753
A13,Humans,23-05-2024,09:55:46,28.48332,77.23753
A13,Humans,24-05-2024,09:38:28,28.48332,77.23753
A13,Humans,24-05-2024,17:26:32,28.48332,77.23753
A13,Humans,25-05-2024,17:49:18,28.48332,77.23753
A13,Humans,04-06-2024,06:27:30,28.48332,77.23753
A13,Humans,04-06-2024,17:42:02,28.48332,77.23753
A13,Humans,07-06-2024,11:19:34,28.48332,77.23753
A13,Humans,08-06-2024,19:56:02,28.48332,77.23753
A14,Humans,12-05-2024,14:04:36,28.44501,77.24403
A14,Humans,13-05-2024,11:05:34,28.44501,77.24403
A14,Humans,14-05-2024,14:53:12,28.44501,77.24403
A14,Humans,15-05-2024,14:38:00,28.44501,77.24403
A14,Humans,16-05-2024,12:14:16,28.44501,77.24403
A14,Humans,18-05-2024,14:49:32,28.44501,77.24403
A14,Humans,19-05-2024,08:34:42,28.44501,77.24403
A14,Humans,22-05-2024,15:09:22,28.44501,77.24403
A14,Humans,22-05-2024,16:18:48,28.44501,77.24403
A14,Humans,24-05-2024,08:46:00,28.44501,77.24403
A14,Humans,24-05-2024,09:18:40,28.44501,77.24403
A14,Humans,26-05-2024,06:58:50,28.44501,77.24403
