CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Stray Cattle,23-05-2024,16:24:06,28.44228,77.23447
A1,Stray Cattle,23-05-2024,17:09:20,28.44228,77.23447
A1,Stray Cattle,24-05-2024,15:26:36,28.44228,77.23447
A1,Stray Cattle,25-05-2024,13:48:10,28.44228,77.23447
A1,Stray Cattle,25-05-2024,14:45:50,28.44228,77.23447
A1,Stray Cattle,27-05-2024,16:05:22,28.44228,77.23447
A1,Stray Cattle,27-05-2024,18:03:08,28.44228,77.23447
A1,Stray Cattle,28-05-2024,15:58:48,28.44228,77.23447
A1,Stray Cattle,28-05-2024,16:48:22,28.44228,77.23447
A1,Stray Cattle,28-05-2024,18:27:26,28.44228,77.23447
A1,Stray Cattle,29-05-2024,11:04:44,28.44228,77.23447
A1,Stray Cattle,29-05-2024,11:59:12,28.44228,77.23447
A1,Stray Cattle,29-05-2024,13:11:18,28.44228,77.23447
A1,Stray Cattle,29-05-2024,14:01:24,28.44228,77.23447
A1,Stray Cattle,30-05-2024,16:40:46,28.44228,77.23447
A1,Stray Cattle,31-05-2024,15:40:56,28.44228,77.23447
A1,Stray Cattle,31-05-2024,16:31:02,28.44228,77.23447
A1,Stray Cattle,02-06-2024,13:46:50,28.44228,77.23447
A1,Stray Cattle,02-06-2024,15:32:50,28.44228,77.23447
A1,Stray Cattle,03-06-2024,13:28:16,28.44228,77.23447
A1,Stray Cattle,03-06-2024,16:13:42,28.44228,77.23447
A1,Stray Cattle,04-06-2024,15:16:56,28.44228,77.23447
A1,Stray Cattle,06-06-2024,13:44:08,28.44228,77.23447
A1,Stray Cattle,07-06-2024,12:53:20,28.44228,77.23447
A11,Stray Cattle,01-06-2024,09:18:52,28.410539,77.213319
A13,Stray Cattle,09-05-2024,13:24:24,28.48332,77.23753
A13,Stray Cattle,11-05-2024,15:57:06,28.48332,77.23753
A13,Stray Cattle,20-05-2024,06:51:28,28.48332,77.23753
A13,Stray Cattle,22-05-2024,18:53:42,28.48332,77.23753
A13,Stray Cattle,29-05-2024,16:26:54,28.48332,77.23753
A13,Stray Cattle,30-05-2024,10:34:26,28.48332,77.23753
A13,Stray Cattle,30-05-2024,16:22:08,28.48332,77.23753
A14,Stray Cattle,10-05-2024,11:02:08,28.44501,77.24403
A14,Stray Cattle,10-05-2024,11:37:02,28.44501,77.24403
A14,Stray Cattle,10-05-2024,12:08:18,28.44501,77.24403
A14,Stray Cattle,10-05-2024,12:38:54,28.44501,77.24403
A14,Stray Cattle,10-05-2024,13:11:10,28.44501,77.24403
A14,Stray Cattle,10-05-2024,13:43:16,28.44501,77.24403
