CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Rhesus Macaque,22-05-2024,12:14:28,28.44228,77.23447
A1,Rhesus Macaque,22-05-2024,13:53:04,28.44228,77.23447
A1,Rhesus Macaque,25-05-2024,12:05:40,28.44228,77.23447
A1,Rhesus Macaque,25-05-2024,14:46:56,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,07:54:38,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,08:33:46,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,10:04:38,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,12:02:14,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,12:41:56,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,16:24:28,28.44228,77.23447
A1,Rhesus Macaque,27-05-2024,16:54:34,28.44228,77.23447
A1,Rhesus Macaque,29-05-2024,09:15:40,28.44228,77.23447
A1,Rhesus Macaque,29-05-2024,10:33:30,28.44228,77.23447
A1,Rhesus Macaque,29-05-2024,11:04:44,28.44228,77.23447
A1,Rhesus Macaque,29-05-2024,12:43:52,28.44228,77.23447
A1,Rhesus Macaque,30-05-2024,11:50:36,28.44228,77.23447
A1,Rhesus Macaque,30-05-2024,12:45:46,28.44228,77.23447
A1,Rhesus Macaque,30-05-2024,16:13:40,28.44228,77.23447
A1,Rhesus Macaque,01-06-2024,10:42:00,28.44228,77.23447
A1,Rhesus Macaque,01-06-2024,11:18:00,28.44228,77.23447
A1,Rhesus Macaque,01-06-2024,13:21:16,28.44228,77.23447
A1,Rhesus Macaque,02-06-2024,07:21:08,28.44228,77.23447
A1,Rhesus Macaque,03-06-2024,06:57:26,28.44228,77.23447
A1,Rhesus Macaque,04-06-2024,12:14:50,28.44228,77.23447
A1,Rhesus Macaque,04-06-2024,15:39:30,28.44228,77.23447
A1,Rhesus Macaque,05-06-2024,12:30:32,28.44228,77.23447
A1,Rhesus Macaque,05-06-2024,16:27:22,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,09:12:38,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,09:54:44,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,10:58:38,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,11:29:06,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,12:41:08,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,15:52:54,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,16:39:24,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,17:28:36,28.44228,77.23447
A1,Rhesus Macaque,06-06-2024,18:00:12,28.44228,77.23447
A1,Rhesus Macaque,07-06-2024,06:01:18,28.44228,77.23447
A1,Rhesus Macaque,07-06-2024,12:50:26,28.44228,77.23447
A1,Rhesus Macaque,08-06-2024,08:47:24,28.44228,77.23447
A10,Rhesus Macaque,27-05-2024,17:14:38,28.45882,77.22956
