CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Nilgai,22/05/2024,12:35:58,28.44228,77.23447
A1,Nilgai,25/05/2024,12:01:26,28.44228,77.23447
A1,Nilgai,25/05/2024,14:50:34,28.44228,77.23447
A1,Nilgai,26/05/2024,11:59:42,28.44228,77.23447
A1,Nilgai,26/05/2024,13:32:02,28.44228,77.23447
A1,Nilgai,26/05/2024,16:26:10,28.44228,77.23447
A1,Nilgai,27/05/2024,13:22:22,28.44228,77.23447
A1,Nilgai,27/05/2024,14:08:14,28.44228,77.23447
A1,Nilgai,27/05/2024,18:15:02,28.44228,77.23447
A1,Nilgai,28/05/2024,14:55:20,28.44228,77.23447
A1,Nilgai,28/05/2024,16:13:52,28.44228,77.23447
A1,Nilgai,28/05/2024,17:28:06,28.44228,77.23447
A1,Nilgai,28/05/2024,20:37:28,28.44228,77.23447
A1,Nilgai,29/05/2024,7:24:26,28.44228,77.23447
A1,Nilgai,29/05/2024,11:33:38,28.44228,77.23447
A1,Nilgai,29/05/2024,17:07:18,28.44228,77.23447
A1,Nilgai,30/05/2024,11:37:40,28.44228,77.23447
A1,Nilgai,30/05/2024,14:13:06,28.44228,77.23447
A1,Nilgai,31/05/2024,1:46:08,28.44228,77.23447
A1,Nilgai,31/05/2024,8:19:04,28.44228,77.23447
A1,Nilgai,31/05/2024,15:21:28,28.44228,77.23447
A1,Nilgai,31/05/2024,20:04:04,28.44228,77.23447
A1,Nilgai,1/06/2024,15:49:20,28.44228,77.23447
A1,Nilgai,2/06/2024,0:06:04,28.44228,77.23447
A1,Nilgai,3/06/2024,8:52:20,28.44228,77.23447
A1,Nilgai,3/06/2024,14:51:54,28.44228,77.23447
A1,Nilgai,3/06/2024,17:23:10,28.44228,77.23447
A1,Nilgai,4/06/2024,16:42:28,28.44228,77.23447
A1,Nilgai,6/06/2024,6:40:30,28.44228,77.23447
A1,Nilgai,6/06/2024,7:51:32,28.44228,77.23447
A1,Nilgai,6/06/2024,18:19:08,28.44228,77.23447
A1,Nilgai,7/06/2024,11:28:34,28.44228,77.23447
A1,Nilgai,7/06/2024,16:21:36,28.44228,77.23447
A1,Nilgai,8/06/2024,5:25:32,28.44228,77.23447
A11,Nilgai,28/05/2024,6:20:24,28.410539,77.213319
A11,Nilgai,28/05/2024,10:25:52,28.410539,77.213319
A11,Nilgai,28/05/2024,11:24:04,28.410539,77.213319
A11,Nilgai,28/05/2024,15:05:32,28.410539,77.213319
A11,Nilgai,3/06/2024,7:31:56,28.410539,77.213319
A11,Nilgai,4/06/2024,19:43:34,28.410539,77.213319
A12,Nilgai,3/06/2024,20:43:34,28.442436,77.237431
A12,Nilgai,4/06/2024,21:43:34,28.442436,77.237431
A11,Nilgai,7/06/2024,6:29:10,28.410539,77.213319
A13,Nilgai,9/05/2024,20:18:52,28.48332,77.23753
A13,Nilgai,10/05/2024,4:38:12,28.48332,77.23753
A13,Nilgai,11/05/2024,10:41:04,28.48332,77.23753
A13,Nilgai,19/05/2024,14:38:58,28.48332,77.23753
A13,Nilgai,21/05/2024,16:05:08,28.48332,77.23753
A13,Nilgai,21/05/2024,18:42:26,28.48332,77.23753
A13,Nilgai,21/05/2024,21:38:38,28.48332,77.23753
A13,Nilgai,23/05/2024,2:37:48,28.48332,77.23753
A13,Nilgai,24/05/2024,11:31:22,28.48332,77.23753
A13,Nilgai,24/05/2024,17:19:14,28.48332,77.23753
A13,Nilgai,25/05/2024,2:59:18,28.48332,77.23753
A13,Nilgai,25/05/2024,17:20:14,28.48332,77.23753
A13,Nilgai,25/05/2024,18:57:48,28.48332,77.23753
A13,Nilgai,26/05/2024,2:45:08,28.48332,77.23753
A13,Nilgai,26/05/2024,3:37:50,28.48332,77.23753
A13,Nilgai,27/05/2024,2:51:08,28.48332,77.23753
A13,Nilgai,27/05/2024,7:43:02,28.48332,77.23753
A13,Nilgai,27/05/2024,10:42:44,28.48332,77.23753
A13,Nilgai,27/05/2024,18:22:54,28.48332,77.23753
A13,Nilgai,28/05/2024,13:36:26,28.48332,77.23753
A13,Nilgai,29/05/2024,11:56:30,28.48332,77.23753
A13,Nilgai,29/05/2024,14:17:16,28.48332,77.23753
A13,Nilgai,29/05/2024,18:02:22,28.48332,77.23753
A13,Nilgai,30/05/2024,5:04:52,28.48332,77.23753
A13,Nilgai,30/05/2024,15:05:10,28.48332,77.23753
A13,Nilgai,30/05/2024,15:43:10,28.48332,77.23753
A13,Nilgai,30/05/2024,18:56:10,28.48332,77.23753
A13,Nilgai,31/05/2024,16:48:18,28.48332,77.23753
A13,Nilgai,31/05/2024,18:31:50,28.48332,77.23753
A13,Nilgai,31/05/2024,19:10:34,28.48332,77.23753
A13,Nilgai,1/06/2024,18:23:10,28.48332,77.23753
A13,Nilgai,2/06/2024,13:35:50,28.48332,77.23753
A13,Nilgai,2/06/2024,18:53:22,28.48332,77.23753
A13,Nilgai,3/06/2024,0:53:18,28.48332,77.23753
A13,Nilgai,3/06/2024,18:21:00,28.48332,77.23753
