CAM_ID,Species,Date,Time,Latitude,Longitude
A1,Golden Jackal,22-05-2024,09:36:44,28.44228,77.23447
A1,Golden Jackal,23-05-2024,08:24:30,28.44228,77.23447
A1,Golden Jackal,24-05-2024,17:23:30,28.44228,77.23447
A1,Golden Jackal,25-05-2024,08:29:30,28.44228,77.23447
A1,Golden Jackal,25-05-2024,09:51:12,28.44228,77.23447
A1,Golden Jackal,25-05-2024,13:57:46,28.44228,77.23447
A1,Golden Jackal,28-05-2024,16:35:34,28.44228,77.23447
A1,Golden Jackal,31-05-2024,08:06:34,28.44228,77.23447
A1,Golden Jackal,02-06-2024,14:41:26,28.44228,77.23447
A1,Golden Jackal,06-06-2024,18:40:22,28.44228,77.23447
A1,Golden Jackal,07-06-2024,01:46:02,28.44228,77.23447
A1,Golden Jackal,07-06-2024,15:36:52,28.44228,77.23447
A10,Golden Jackal,27-05-2024,16:53:50,28.45882,77.22956
A10,Golden Jackal,29-05-2024,00:16:28,28.45882,77.22956
A13,Golden Jackal,30-05-2024,15:05:16,28.48332,77.23753
A13,Golden Jackal,31-05-2024,15:53:48,28.48332,77.23753
A13,Golden Jackal,08-06-2024,04:34:04,28.48332,77.23753
A13,Golden Jackal,08-06-2024,06:21:16,28.48332,77.23753
A13,Golden Jackal,08-06-2024,07:12:58,28.48332,77.23753
A16,Golden Jackal,17-05-2024,22:45:52,28.48562,77.24502
A16,Golden Jackal,18-05-2024,03:23:00,28.48562,77.24502
A16,Golden Jackal,19-05-2024,00:26:42,28.48562,77.24502
A16,Golden Jackal,19-05-2024,02:31:24,28.48562,77.24502
A16,Golden Jackal,19-05-2024,03:54:18,28.48562,77.24502
A16,Golden Jackal,19-05-2024,05:17:28,28.48562,77.24502
A16,Golden Jackal,19-05-2024,09:53:08,28.48562,77.24502
A16,Golden Jackal,20-05-2024,01:05:36,28.48562,77.24502
A16,Golden Jackal,20-05-2024,02:38:08,28.48562,77.24502
A16,Golden Jackal,21-05-2024,02:33:22,28.48562,77.24502
A16,Golden Jackal,21-05-2024,18:30:50,28.48562,77.24502
A16,Golden Jackal,23-05-2024,04:09:14,28.48562,77.24502
A16,Golden Jackal,23-05-2024,20:38:04,28.48562,77.24502
A16,Golden Jackal,24-05-2024,03:16:50,28.48562,77.24502
A16,Golden Jackal,24-05-2024,05:35:00,28.48562,77.24502
A16,Golden Jackal,26-05-2024,21:05:16,28.48562,77.24502
A16,Golden Jackal,27-05-2024,03:03:32,28.48562,77.24502
A16,Golden Jackal,27-05-2024,08:15:24,28.48562,77.24502
A16,Golden Jackal,27-05-2024,15:36:54,28.48562,77.24502
A16,Golden Jackal,27-05-2024,21:11:18,28.48562,77.24502
A18,Golden Jackal,09-05-2024,14:03:52,28.4881,77.24258
A18,Golden Jackal,12-05-2024,13:26:10,28.4881,77.24258
A18,Golden Jackal,13-05-2024,05:18:02,28.4881,77.24258
